オーダーID,オーダー日,顧客ID,商品ID,数量,売上,出荷日,キャンセル日,ステータス
201903030009-2,2019-03-03,C00001042,BP-BUNN,1,9800,2019-03-08,,配達済み
201903040002-1,2019-03-04,C00001351,NI-BWWM,1,15100,2019-03-11,,配達済み
201903040005-1,2019-03-04,C00001877,NI-BWWS,1,15100,2019-03-10,,配達済み
201903040001-2,2019-03-04,C00001149,HC-AUNN,1,1200,2019-03-08,,配達済み
201903040001-1,2019-03-04,C00001149,SW-AMWS,1,16000,2019-03-09,,配達済み
201903070001-1,2019-03-07,C00001449,SB-BUNN,1,6800,2019-03-10,,配達済み
201903080000-1,2019-03-08,C00000738,PA-AMGS,2,33000,2019-03-14,,配達済み
201903090001-1,2019-03-09,C00001847,PA-AMWS,1,16500,2019-03-12,,配達済み
201903090000-1,2019-03-09,C00001710,PA-BMGM,1,20000,2019-03-12,,配達済み
201903090005-1,2019-03-09,C00001889,SW-AKGL,3,22800,2019-03-12,,配達済み
201903090007-1,2019-03-09,C00002051,TS-AMBL,1,7900,2019-03-13,,配達済み
201903100024-1,2019-03-10,C00001436,PA-BMWM,1,20000,2019-03-14,,配達済み
201903100018-1,2019-03-10,C00001088,HA-BUNN,4,19200,2019-03-19,,配達済み
201903100030-1,2019-03-10,C00001507,HC-BUNN,1,980,2019-03-16,,配達済み
201903100006-1,2019-03-10,C00000557,TO-BUNN,1,2180,2019-03-15,,配達済み
201903100003-1,2019-03-10,C00000253,PA-AKBM,1,7600,2019-03-15,,配達済み
201903100010-1,2019-03-10,C00000875,PA-BWGS,1,19800,2019-03-15,,配達済み
201903100001-1,2019-03-10,C00000157,PA-BMGS,1,20000,2019-03-15,,配達済み
201903100022-1,2019-03-10,C00001139,TS-CMGM,1,7600,2019-03-19,,配達済み
201903100000-1,2019-03-10,C00000030,SK-AWGS,1,18100,2019-03-16,,配達済み
201903100031-1,2019-03-10,C00001846,PA-BWGS,1,19800,2019-03-14,,配達済み
201903100000-2,2019-03-10,C00000030,TB-AUNN,1,7800,2019-03-15,,配達済み
201903100008-1,2019-03-10,C00000707,NI-AWWM,1,11000,2019-03-16,,配達済み
201903100007-1,2019-03-10,C00000628,SK-AWGS,1,18100,2019-03-16,,配達済み
201903100004-1,2019-03-10,C00000388,PA-AMBL,1,16500,2019-03-18,,配達済み
201903100004-2,2019-03-10,C00000388,PA-AMWL,1,16500,2019-03-18,,配達済み
201903100012-1,2019-03-10,C00001027,TS-BWBS,1,7600,2019-03-14,,配達済み
201903100032-1,2019-03-10,C00001894,NI-AMBM,1,10000,2019-03-16,,配達済み
201903100023-1,2019-03-10,C00001348,HA-BUNN,4,19200,2019-03-14,,配達済み
201903100017-1,2019-03-10,C00001087,HC-BUNN,1,980,2019-03-16,,配達済み
201903110001-3,2019-03-11,C00000914,HC-BUNN,1,980,2019-03-18,,配達済み
201903110001-2,2019-03-11,C00000914,SK-AWWL,1,18100,2019-03-18,,配達済み
201903110001-1,2019-03-11,C00000914,SW-BWWL,1,15900,2019-03-16,,配達済み
201903140004-1,2019-03-14,C00001024,NI-CMBS,1,12300,2019-03-16,,配達済み
201903140000-1,2019-03-14,C00000118,SW-AKBS,1,7600,2019-03-16,,配達済み
201903140008-1,2019-03-14,C00001436,PA-CMGL,1,14300,2019-03-15,,配達済み
201903140006-1,2019-03-14,C00001169,VE-AMWL,1,19800,2019-03-18,,配達済み
201903140009-1,2019-03-14,C00001689,SB-AUNN,1,8800,2019-03-15,,配達済み
201903140010-1,2019-03-14,C00001720,PA-BMBM,4,80000,2019-03-15,,配達済み
201903150001-1,2019-03-15,C00000173,HC-BUNN,1,980,2019-03-22,,配達済み
201903150001-3,2019-03-15,C00000173,PA-BMBL,1,20000,2019-03-21,,配達済み
201903150026-1,2019-03-15,C00001806,PA-CMGS,1,14300,2019-03-20,,配達済み
201903150021-1,2019-03-15,C00001275,SB-BUNN,2,13600,2019-03-23,,配達済み
201903150018-1,2019-03-15,C00001062,SK-AWBS,1,18100,2019-03-22,,配達済み
201903150019-1,2019-03-15,C00001272,CT-BMBM,1,38900,2019-03-21,,配達済み
201903150017-1,2019-03-15,C00001029,PA-BMBM,1,20000,2019-03-19,,配達済み
201903150025-1,2019-03-15,C00001704,PA-AKGS,2,15200,2019-03-21,,配達済み
201903150009-1,2019-03-15,C00000397,TS-AWGS,2,17800,2019-03-21,,配達済み
201903150015-1,2019-03-15,C00000989,CT-BMWS,1,38900,2019-03-22,,配達済み
201903150024-1,2019-03-15,C00001550,PA-CMBM,1,14300,2019-03-22,,配達済み
201903150012-1,2019-03-15,C00000696,VE-BWBS,1,18900,2019-03-20,,配達済み
201903150022-1,2019-03-15,C00001435,PA-BMBS,1,20000,2019-03-21,,配達済み
201903150001-2,2019-03-15,C00000173,PA-CMGM,1,14300,2019-03-22,,配達済み
201903150013-3,2019-03-15,C00000914,TS-CMGL,1,7600,2019-03-21,,配達済み
201903150029-1,2019-03-15,C00002187,NI-CWGL,1,12400,2019-03-24,,配達済み
201903150011-1,2019-03-15,C00000439,SK-AWGS,1,18100,2019-03-19,,配達済み
201903150008-1,2019-03-15,C00000199,SW-AMWM,1,16000,2019-03-21,,配達済み
201903150013-1,2019-03-15,C00000914,NI-BWGS,1,15100,2019-03-21,,配達済み
201903150013-2,2019-03-15,C00000914,HC-BUNN,1,980,2019-03-21,,配達済み
201903160002-3,2019-03-16,C00000211,PA-CWBM,1,14300,2019-03-16,,配達済み
201903160001-1,2019-03-16,C00000178,NI-BWBL,1,15100,2019-03-18,,配達済み
201903160001-2,2019-03-16,C00000178,TO-BUNN,1,2180,2019-03-18,,配達済み
201903160002-4,2019-03-16,C00000211,TB-AUNN,1,7800,2019-03-16,,配達済み
201903160002-5,2019-03-16,C00000211,SK-AWWM,1,18100,2019-03-18,,配達済み
201903160014-1,2019-03-16,C00001968,PA-BMWL,1,20000,2019-03-19,,配達済み
201903160004-1,2019-03-16,C00001271,SK-AWBS,1,18100,2019-03-19,,配達済み
201903160003-1,2019-03-16,C00000885,HC-BUNN,2,1960,2019-03-18,,配達済み
201903160002-1,2019-03-16,C00000211,HA-BUNN,1,4800,2019-03-16,,配達済み
201903160002-2,2019-03-16,C00000211,PA-CWWS,4,57200,2019-03-16,,配達済み
201903160010-1,2019-03-16,C00001387,VE-AWWS,2,37800,2019-03-17,,配達済み
201903160012-1,2019-03-16,C00001458,PA-BMBM,1,20000,2019-03-16,,配達済み
201903160005-1,2019-03-16,C00001337,PA-CMGS,1,14300,2019-03-16,,配達済み
201903160005-2,2019-03-16,C00001337,HC-BUNN,3,2940,2019-03-16,,配達済み
201903170006-1,2019-03-17,C00001779,SW-AWWL,1,17600,2019-03-22,,配達済み
201903170002-1,2019-03-17,C00000817,VE-BWWS,1,18900,2019-03-23,,配達済み
201903170008-1,2019-03-17,C00001916,TB-AUNN,1,7800,2019-03-22,,配達済み
201903170000-1,2019-03-17,C00000604,HA-BUNN,1,4800,2019-03-22,,配達済み
201903170005-1,2019-03-17,C00001681,TB-BUNN,2,19600,2019-03-21,,配達済み
201903180001-1,2019-03-18,C00000327,NI-AKBL,2,16600,2019-03-20,,配達済み
201903180002-1,2019-03-18,C00000516,JA-AMBS,1,31900,2019-03-23,,配達済み
201903210000-1,2019-03-21,C00001898,JA-BMGS,1,19400,2019-03-25,,配達済み
201903210003-1,2019-03-21,C00002115,TB-BUNN,1,9800,2019-03-26,,配達済み
201903230002-1,2019-03-23,C00001634,PA-BMBL,4,80000,2019-03-30,2019-04-05,キャンセル
201903230001-1,2019-03-23,C00000258,PA-BMBL,1,20000,2019-03-30,2019-04-05,キャンセル
201903240000-1,2019-03-24,C00002213,PA-AMWL,1,16500,2019-03-27,,配達済み
201903270006-1,2019-03-27,C00001656,PA-CWWM,1,14300,2019-04-03,,配達済み
201903270004-1,2019-03-27,C00001599,HA-AUNN,1,5280,2019-04-03,,配達済み
201903270000-1,2019-03-27,C00000465,SK-AWGM,1,18100,2019-04-03,,配達済み
201903270003-1,2019-03-27,C00000926,CT-BMGL,1,38900,2019-04-02,,配達済み
201903270003-2,2019-03-27,C00000926,TS-BWBS,1,7600,2019-04-02,,配達済み
201903280022-1,2019-03-28,C00001333,CT-AMBL,1,39600,2019-04-04,,配達済み
201903280030-1,2019-03-28,C00002151,TS-AMWM,2,15800,2019-04-05,,配達済み
201903280024-1,2019-03-28,C00001341,SK-AWBS,1,18100,2019-04-06,,配達済み
201903280021-1,2019-03-28,C00001304,NI-CWGM,1,12400,2019-04-05,,配達済み
201903280026-1,2019-03-28,C00001800,SW-BWGM,1,15900,2019-04-01,,配達済み
201903280006-1,2019-03-28,C00000461,TB-BUNN,1,9800,2019-04-04,,配達済み
201903280000-1,2019-03-28,C00000115,PA-CWBM,1,14300,2019-04-06,,配達済み
201903280017-1,2019-03-28,C00000935,NI-BWGS,1,15100,2019-04-02,2019-04-14,キャンセル
201903280007-1,2019-03-28,C00000617,NI-CMBL,1,12300,2019-04-02,,配達済み
201903280005-1,2019-03-28,C00000372,PA-BWGL,1,19800,2019-04-04,,配達済み
201903280029-2,2019-03-28,C00002004,HA-BUNN,1,4800,2019-04-05,,配達済み
201903280029-1,2019-03-28,C00002004,CT-CWWS,1,31000,2019-04-04,,配達済み
201903280025-1,2019-03-28,C00001392,HC-BUNN,2,1960,2019-04-02,,配達済み
201903280035-1,2019-03-28,C00002226,SK-AWBS,4,72400,2019-04-02,,配達済み
201903280020-1,2019-03-28,C00001094,PA-BMBL,1,20000,2019-04-05,,配達済み
201903280028-1,2019-03-28,C00001981,SB-BUNN,1,6800,2019-04-03,,配達済み
201903280031-1,2019-03-28,C00002159,TB-BUNN,1,9800,2019-04-04,,配達済み
201903280004-1,2019-03-28,C00000302,PA-CMBM,1,14300,2019-04-02,,配達済み
201903280027-1,2019-03-28,C00001878,BP-BUNN,1,9800,2019-04-01,,配達済み
201903290009-1,2019-03-29,C00001762,NI-AWBL,1,11000,2019-04-04,,配達済み
201903290010-1,2019-03-29,C00002103,TO-BUNN,1,2180,2019-04-04,,配達済み
201903290006-1,2019-03-29,C00001553,SW-AWWL,1,17600,2019-04-02,,配達済み
201903290000-2,2019-03-29,C00000715,SW-AMWS,1,16000,2019-04-05,,配達済み
201903290008-1,2019-03-29,C00001620,JA-BMBL,1,19400,2019-04-01,,配達済み
201903290005-1,2019-03-29,C00001481,SB-BUNN,4,27200,2019-04-05,,配達済み
201903290000-1,2019-03-29,C00000715,SB-BUNN,2,13600,2019-04-06,,配達済み
201903300003-1,2019-03-30,C00001464,BP-BUNN,4,39200,2019-03-31,,配達済み
201903300002-1,2019-03-30,C00000299,PA-BMGS,2,40000,2019-04-02,,配達済み
201903310005-1,2019-03-31,C00000772,BP-AUNN,1,10200,2019-04-04,,配達済み
201903310012-1,2019-03-31,C00001822,PA-AKWL,4,30400,2019-04-06,,配達済み
201903310007-1,2019-03-31,C00001224,PA-AMGL,1,16500,2019-04-04,,配達済み
201903310002-1,2019-03-31,C00000112,HC-AUNN,1,1200,2019-04-04,,配達済み
201903310006-1,2019-03-31,C00000834,NI-BWWS,1,15100,2019-04-07,,配達済み
201903310013-1,2019-03-31,C00001872,PA-CWGM,1,14300,2019-04-07,,配達済み
201903310009-1,2019-03-31,C00001694,PA-AMGL,1,16500,2019-04-07,,配達済み
201904010012-1,2019-04-01,C00001998,SK-AWWS,1,18100,2019-04-04,,配達済み
201904010002-2,2019-04-01,C00000742,CT-BWBS,1,35200,2019-04-04,,配達済み
201904010002-1,2019-04-01,C00000742,HC-BUNN,1,980,2019-04-07,,配達済み
201904010005-1,2019-04-01,C00001168,NI-CWWS,1,12400,2019-04-05,,配達済み
201904010000-1,2019-04-01,C00000543,PA-AMGL,1,16500,2019-04-07,,配達済み
201904010007-2,2019-04-01,C00001518,SK-AWWM,2,36200,2019-04-06,,配達済み
201904010012-2,2019-04-01,C00001998,HA-BUNN,1,4800,2019-04-07,,配達済み
201904010011-1,2019-04-01,C00001955,CT-CWBS,1,31000,2019-04-04,,配達済み
201904010010-1,2019-04-01,C00001821,NI-AWBS,2,22000,2019-04-07,,配達済み
201904010007-1,2019-04-01,C00001518,SW-AWBL,2,35200,2019-04-04,,配達済み
201904010020-1,2019-04-01,C00002170,PA-BMGL,1,20000,2019-04-07,,配達済み
201904010003-1,2019-04-01,C00001039,TS-AWBM,2,17800,2019-04-07,,配達済み
201904010014-1,2019-04-01,C00002121,HA-AKNN,1,4300,2019-04-05,,配達済み
201904010021-1,2019-04-01,C00002216,SB-CUNN,1,5890,2019-04-06,,配達済み
201904030001-1,2019-04-03,C00001029,PA-BWGM,1,19800,2019-04-07,,配達済み
201904030003-1,2019-04-03,C00001359,PA-CWWS,1,14300,2019-04-06,,配達済み
201904040003-1,2019-04-04,C00000437,NI-CWGM,1,12400,2019-04-07,,配達済み
201904040001-2,2019-04-04,C00000246,PA-BMBS,1,20000,2019-04-13,,配達済み
201904040001-1,2019-04-04,C00000246,PA-BWGL,2,39600,2019-04-10,,配達済み
201904040010-1,2019-04-04,C00002187,NI-BWGL,1,15100,2019-04-10,,配達済み
201904040000-1,2019-04-04,C00000070,BP-AUNN,2,20400,2019-04-07,,配達済み
201904040009-1,2019-04-04,C00001905,NI-CMBL,1,12300,2019-04-10,,配達済み
201904040007-1,2019-04-04,C00001756,NI-BWBS,1,15100,2019-04-08,,配達済み
201904040007-2,2019-04-04,C00001756,TS-CWGS,1,7600,2019-04-07,,配達済み
201904040008-1,2019-04-04,C00001805,PA-BMGS,1,20000,2019-04-12,,配達済み
201904040004-1,2019-04-04,C00000748,NI-AMGM,1,10000,2019-04-12,,配達済み
201904050000-1,2019-04-05,C00001574,NI-BMBL,2,29000,2019-04-11,,配達済み
201904060019-1,2019-04-06,C00000847,PA-CMGM,1,14300,2019-04-07,,配達済み
201904060030-1,2019-04-06,C00002209,PA-BWBM,1,19800,2019-04-11,,配達済み
201904060011-1,2019-04-06,C00000499,SW-BWGL,1,15900,2019-04-13,,配達済み
201904060022-1,2019-04-06,C00001030,TO-BUNN,1,2180,2019-04-11,,配達済み
201904060012-1,2019-04-06,C00000603,NI-AMGL,1,10000,2019-04-09,,配達済み
201904060011-2,2019-04-06,C00000499,PA-CWGL,1,14300,2019-04-14,,配達済み
201904060026-1,2019-04-06,C00001322,HA-AUNN,1,5280,2019-04-09,,配達済み
201904060020-1,2019-04-06,C00000935,JA-CWGS,1,22100,2019-04-10,,配達済み
201904060016-1,2019-04-06,C00000834,JA-BWBL,1,21000,2019-04-14,,配達済み
201904060014-1,2019-04-06,C00000759,BP-AUNN,1,10200,2019-04-06,,配達済み
201904060029-2,2019-04-06,C00001984,NI-AMGS,1,10000,2019-04-08,,配達済み
201904060003-1,2019-04-06,C00000283,BP-AUNN,3,30600,2019-04-07,,配達済み
201904060024-1,2019-04-06,C00001140,PA-AMGM,1,16500,2019-04-08,,配達済み
201904060021-1,2019-04-06,C00000949,PA-CMWL,1,14300,2019-04-06,,配達済み
201904060029-1,2019-04-06,C00001984,PA-AMGL,1,16500,2019-04-07,,配達済み
201904060007-1,2019-04-06,C00000362,TS-AKBM,1,4300,2019-04-10,,配達済み
201904060027-1,2019-04-06,C00001635,PA-BWWS,1,19800,2019-04-14,,配達済み
201904060010-2,2019-04-06,C00000442,TS-BWWL,1,7600,2019-04-12,,配達済み
201904060010-1,2019-04-06,C00000442,NI-AWGL,1,11000,2019-04-14,,配達済み
201904070000-1,2019-04-07,C00000023,SW-BMBM,1,15900,2019-04-10,,配達済み
201904070002-1,2019-04-07,C00001649,SK-AWWS,1,18100,2019-04-13,,配達済み
201904090001-2,2019-04-09,C00000282,NI-CWWL,1,12400,2019-04-10,,配達済み
201904090001-1,2019-04-09,C00000282,PA-CWGM,1,14300,2019-04-11,,配達済み
201904100001-1,2019-04-10,C00001427,NI-CWBS,1,12400,2019-04-15,,配達済み
201904100004-1,2019-04-10,C00002059,HC-AUNN,1,1200,2019-04-15,,配達済み
201904100003-1,2019-04-10,C00002027,JA-AMGL,1,31900,2019-04-13,,配達済み
201904110002-1,2019-04-11,C00001038,HA-AUNN,1,5280,2019-04-16,,配達済み
201904110006-1,2019-04-11,C00001869,BP-AUNN,1,10200,2019-04-13,,配達済み
201904110001-1,2019-04-11,C00000855,TB-BUNN,1,9800,2019-04-15,,配達済み
201904110007-1,2019-04-11,C00001989,VE-CMWM,1,16800,2019-04-15,,配達済み
201904110009-1,2019-04-11,C00002089,SK-AWWM,1,18100,2019-04-15,,配達済み
201904120000-1,2019-04-12,C00000501,VE-CWGL,1,16800,2019-04-14,,配達済み
201904120004-1,2019-04-12,C00001293,TS-CMWL,1,7600,2019-04-15,,配達済み
201904120005-1,2019-04-12,C00001329,TS-AMBL,1,7900,2019-04-18,,配達済み
201904120007-2,2019-04-12,C00002230,TS-CWBS,1,7600,2019-04-19,,配達済み
201904120007-3,2019-04-12,C00002230,VE-AWBL,1,18900,2019-04-20,,配達済み
201904120007-1,2019-04-12,C00002230,PA-CWGS,2,28600,2019-04-19,,配達済み
201904120005-2,2019-04-12,C00001329,PA-BMBM,1,20000,2019-04-18,,配達済み
201904120005-3,2019-04-12,C00001329,BP-CUNN,1,12900,2019-04-19,,配達済み
201904120002-1,2019-04-12,C00001189,TO-BUNN,1,2180,2019-04-20,,配達済み
201904130009-1,2019-04-13,C00001348,SW-BWWL,1,15900,2019-04-19,,配達済み
201904130003-1,2019-04-13,C00000215,BP-BUNN,1,9800,2019-04-14,,配達済み
201904130007-1,2019-04-13,C00000998,SK-AWGL,3,54300,2019-04-16,,配達済み
201904130005-1,2019-04-13,C00000556,TS-AWBM,1,8900,2019-04-18,,配達済み
201904130006-1,2019-04-13,C00000940,HA-BUNN,1,4800,2019-04-15,,配達済み
201904130010-1,2019-04-13,C00001750,PA-CMGS,1,14300,2019-04-19,,配達済み
201904130002-1,2019-04-13,C00000162,HA-AUNN,1,5280,2019-04-17,,配達済み
201904180000-1,2019-04-18,C00001206,NI-AKGS,1,8300,2019-04-23,,配達済み
201904180002-1,2019-04-18,C00001479,PA-CWGM,1,14300,2019-04-23,,配達済み
201904200014-1,2019-04-20,C00001266,HA-BUNN,1,4800,2019-04-26,,配達済み
201904200001-1,2019-04-20,C00000043,BP-BUNN,1,9800,2019-04-25,,配達済み
201904200012-1,2019-04-20,C00001191,SB-AUNN,1,8800,2019-04-25,,配達済み
201904200015-1,2019-04-20,C00001447,TS-CMBS,1,7600,2019-04-26,,配達済み
201904200002-1,2019-04-20,C00000357,TO-BUNN,4,8720,2019-04-25,,配達済み
201904200010-1,2019-04-20,C00001037,NI-CWBS,1,12400,2019-04-27,,配達済み
201904200005-1,2019-04-20,C00000565,NI-AKWS,1,8300,2019-04-22,,配達済み
201904200012-2,2019-04-20,C00001191,PA-CMWM,2,28600,2019-04-26,,配達済み
201904200004-1,2019-04-20,C00000476,BP-BUNN,1,9800,2019-04-25,,配達済み
201904210001-1,2019-04-21,C00001902,PA-CWGS,1,14300,2019-04-22,,配達済み
201904210001-2,2019-04-21,C00001902,VE-AWGS,1,18900,2019-04-23,,配達済み
201904220002-1,2019-04-22,C00000969,SW-BWWM,1,15900,2019-04-27,,配達済み
201904220003-1,2019-04-22,C00002222,HC-BUNN,1,980,2019-04-24,,配達済み
201904230001-1,2019-04-23,C00000508,NI-AMWS,1,10000,2019-04-28,,配達済み
201904250007-1,2019-04-25,C00001744,NI-CWBM,1,12400,2019-04-30,,配達済み
201904250005-1,2019-04-25,C00000309,PA-CWBL,1,14300,2019-05-01,,配達済み
201904250011-1,2019-04-25,C00002193,TO-BUNN,1,2180,2019-05-01,,配達済み
201904250006-1,2019-04-25,C00001035,SW-CMWM,2,36800,2019-05-02,,配達済み
201904250002-1,2019-04-25,C00000225,NI-BMGL,1,14500,2019-04-29,,配達済み
201904250009-1,2019-04-25,C00001751,TS-AWBM,1,8900,2019-04-30,,配達済み
201904250005-2,2019-04-25,C00000309,SB-AUNN,1,8800,2019-04-29,,配達済み
201904250007-2,2019-04-25,C00001744,PA-AMGM,1,16500,2019-05-02,,配達済み
201904260007-1,2019-04-26,C00002165,HC-AUNN,1,1200,2019-04-26,,配達済み
201904260001-1,2019-04-26,C00000360,PA-BWBL,1,19800,2019-04-26,,配達済み
201904260003-1,2019-04-26,C00000784,SW-CMGM,1,18400,2019-04-27,,配達済み
201904260004-1,2019-04-26,C00001301,TS-AMWL,1,7900,2019-04-26,,配達済み
201904260009-1,2019-04-26,C00002215,TS-BWWL,2,15200,2019-04-28,,配達済み
201904260006-1,2019-04-26,C00001553,HC-AUNN,3,3600,2019-04-26,,配達済み
201904280019-1,2019-04-28,C00001704,PA-CWBM,1,14300,2019-04-29,2019-05-09,キャンセル
201904280014-1,2019-04-28,C00001209,HA-AKNN,2,8600,2019-05-02,,配達済み
201904280021-1,2019-04-28,C00002053,SK-AWWS,1,18100,2019-05-01,,配達済み
201904280002-1,2019-04-28,C00000631,SB-CUNN,2,11780,2019-04-30,,配達済み
201904280000-1,2019-04-28,C00000099,NI-AMBM,1,10000,2019-05-02,,配達済み
201904280007-1,2019-04-28,C00001142,SW-CWBS,1,18400,2019-04-29,,配達済み
201904280021-2,2019-04-28,C00002053,TS-AWGM,1,8900,2019-04-30,,配達済み
201904280016-1,2019-04-28,C00001447,SW-AMBL,1,16000,2019-05-01,,配達済み
201904280006-1,2019-04-28,C00000873,SK-AWGS,1,18100,2019-04-29,,配達済み
201904280017-1,2019-04-28,C00001483,SW-BMWL,1,15900,2019-04-29,,配達済み
201904280020-1,2019-04-28,C00001826,HA-BUNN,2,9600,2019-04-29,,配達済み
201904280004-2,2019-04-28,C00000860,SW-BWBM,1,15900,2019-05-01,,配達済み
201904280004-1,2019-04-28,C00000860,NI-CWGS,2,24800,2019-04-30,,配達済み
201904290007-1,2019-04-29,C00000771,BP-BUNN,1,9800,2019-05-05,,配達済み
201904290003-1,2019-04-29,C00000439,SW-CWWM,1,18400,2019-05-02,,配達済み
201904290004-1,2019-04-29,C00000589,HC-BUNN,1,980,2019-04-30,,配達済み
201904290008-1,2019-04-29,C00001299,SB-AUNN,1,8800,2019-05-04,,配達済み
201904290011-1,2019-04-29,C00001582,PA-CMBM,1,14300,2019-05-02,,配達済み
201904290005-1,2019-04-29,C00000614,PA-BWWL,1,19800,2019-05-03,,配達済み
201905020038-1,2019-05-02,C00002201,TS-CWWL,1,7600,2019-05-10,,配達済み
201905020037-1,2019-05-02,C00001939,SW-AKWL,1,7600,2019-05-09,,配達済み
201905020018-1,2019-05-02,C00000989,PA-AMGL,1,16500,2019-05-09,,配達済み
201905020005-1,2019-05-02,C00000197,TB-BUNN,2,19600,2019-05-06,,配達済み
201905020015-3,2019-05-02,C00000816,CT-CWBS,1,31000,2019-05-07,,配達済み
201905020006-1,2019-05-02,C00000201,SW-CMWS,1,18400,2019-05-08,,配達済み
201905020030-1,2019-05-02,C00001639,HA-BUNN,1,4800,2019-05-08,,配達済み
201905020014-2,2019-05-02,C00000709,VE-BWGL,1,18900,2019-05-08,,配達済み
201905020014-1,2019-05-02,C00000709,BP-AUNN,1,10200,2019-05-10,,配達済み
201905020022-1,2019-05-02,C00001343,VE-AMWL,1,19800,2019-05-08,,配達済み
201905020013-1,2019-05-02,C00000648,HA-AUNN,1,5280,2019-05-08,,配達済み
201905020010-1,2019-05-02,C00000352,TB-AUNN,1,7800,2019-05-06,,配達済み
201905020015-1,2019-05-02,C00000816,TS-BWWS,1,7600,2019-05-10,,配達済み
201905020010-2,2019-05-02,C00000352,SB-AUNN,3,26400,2019-05-06,,配達済み
201905020010-3,2019-05-02,C00000352,TS-AWGS,1,8900,2019-05-08,,配達済み
201905020024-1,2019-05-02,C00001570,HA-BUNN,2,9600,2019-05-09,,配達済み
201905020011-1,2019-05-02,C00000377,TO-AUNN,3,6840,2019-05-09,,配達済み
201905020015-2,2019-05-02,C00000816,SB-AUNN,1,8800,2019-05-09,,配達済み
201905020017-1,2019-05-02,C00000875,PA-BWGM,1,19800,2019-05-09,,配達済み
201905020012-1,2019-05-02,C00000409,JA-BMGS,1,19400,2019-05-06,,配達済み
201905020034-1,2019-05-02,C00001654,PA-CMGS,2,28600,2019-05-08,,配達済み
201905020036-1,2019-05-02,C00001798,PA-AMBS,1,16500,2019-05-07,,配達済み
201905020020-2,2019-05-02,C00001063,PA-CWWL,3,42900,2019-05-07,,配達済み
201905020008-1,2019-05-02,C00000322,SK-AWGM,2,36200,2019-05-05,,配達済み
201905020002-1,2019-05-02,C00000166,TO-BUNN,1,2180,2019-05-10,,配達済み
201905020020-1,2019-05-02,C00001063,SW-BWBL,1,15900,2019-05-05,,配達済み
201905030008-1,2019-05-03,C00000264,SB-AUNN,1,8800,2019-05-08,,配達済み
201905030023-2,2019-05-03,C00001670,PA-CWWS,2,28600,2019-05-09,2019-05-19,キャンセル
