顧客ID,売上_バッグ,購買回数_バッグ,売上_小物,購買回数_小物,売上_ボトムス,購買回数_ボトムス,売上_トップス,購買回数_トップス,売上_アウター,購買回数_アウター,group
C00001107,0.0,0.0,0.0,0.0,75800.0,2.0,11000.0,1.0,41200.0,1.0,0
C00001108,0.0,0.0,0.0,0.0,0.0,0.0,65100.0,3.0,0.0,0.0,3
C00001109,25800.0,1.0,0.0,0.0,28600.0,2.0,0.0,0.0,0.0,0.0,3
C00001110,0.0,0.0,10080.0,2.0,52200.0,3.0,0.0,0.0,31900.0,1.0,0
C00001111,0.0,0.0,0.0,0.0,0.0,0.0,32000.0,1.0,38900.0,1.0,0
C00001112,0.0,0.0,30720.0,2.0,20000.0,1.0,0.0,0.0,16800.0,1.0,0
C00001113,9800.0,1.0,7460.0,2.0,37900.0,2.0,7600.0,1.0,0.0,0.0,3
C00001114,0.0,0.0,5280.0,1.0,20000.0,1.0,28600.0,3.0,0.0,0.0,3
C00001115,29400.0,2.0,7680.0,3.0,62700.0,3.0,21300.0,2.0,0.0,0.0,1
C00001116,7800.0,1.0,0.0,0.0,66000.0,1.0,0.0,0.0,39600.0,1.0,0
C00001117,5890.0,1.0,2280.0,1.0,76500.0,2.0,12300.0,1.0,0.0,0.0,3
C00001118,12900.0,1.0,5340.0,3.0,36200.0,2.0,70100.0,3.0,0.0,0.0,3
C00001119,9800.0,1.0,0.0,0.0,19800.0,1.0,118400.0,5.0,0.0,0.0,3
C00001120,0.0,0.0,7240.0,2.0,0.0,0.0,10000.0,1.0,0.0,0.0,3
C00001121,12690.0,2.0,6260.0,2.0,28600.0,2.0,44700.0,4.0,0.0,0.0,1
C00001122,25800.0,1.0,21480.0,2.0,56500.0,3.0,7600.0,1.0,0.0,0.0,1
C00001123,7800.0,1.0,15360.0,2.0,72000.0,4.0,23400.0,2.0,0.0,0.0,2
C00001124,7800.0,1.0,4300.0,1.0,20000.0,1.0,37600.0,3.0,18900.0,1.0,0
C00001125,0.0,0.0,4800.0,1.0,36500.0,2.0,22300.0,2.0,19800.0,1.0,0
C00001126,0.0,0.0,5280.0,1.0,0.0,0.0,105700.0,2.0,0.0,0.0,3
C00001127,14690.0,2.0,0.0,0.0,47300.0,3.0,0.0,0.0,16800.0,1.0,0
C00001128,16600.0,2.0,4360.0,2.0,36200.0,2.0,31800.0,1.0,101400.0,2.0,0
C00001129,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,1.0,0.0,0.0,3
C00001130,0.0,0.0,980.0,1.0,54300.0,1.0,0.0,0.0,21000.0,1.0,0
C00001131,6800.0,1.0,0.0,0.0,0.0,0.0,25900.0,2.0,52700.0,2.0,0
C00001132,0.0,0.0,0.0,0.0,18100.0,1.0,83800.0,3.0,39900.0,2.0,0
C00001133,6800.0,1.0,2940.0,1.0,61000.0,4.0,35600.0,1.0,0.0,0.0,3
C00001134,0.0,0.0,6480.0,2.0,66500.0,4.0,69200.0,4.0,52900.0,2.0,2
C00001135,0.0,0.0,11540.0,2.0,46700.0,2.0,15200.0,2.0,0.0,0.0,3
C00001136,0.0,0.0,10560.0,1.0,0.0,0.0,8700.0,1.0,0.0,0.0,3
C00001137,0.0,0.0,12260.0,4.0,20000.0,1.0,12300.0,1.0,20800.0,1.0,0
C00001138,0.0,0.0,8880.0,2.0,28600.0,2.0,18400.0,1.0,16800.0,1.0,0
C00001139,16600.0,2.0,0.0,0.0,69500.0,4.0,22100.0,2.0,0.0,0.0,1
C00001140,6800.0,1.0,1200.0,1.0,56500.0,3.0,7600.0,1.0,0.0,0.0,3
C00001141,0.0,0.0,1200.0,1.0,77200.0,3.0,7900.0,1.0,18000.0,1.0,0
C00001142,28400.0,2.0,0.0,0.0,54300.0,2.0,50000.0,4.0,0.0,0.0,1
C00001143,0.0,0.0,0.0,0.0,20000.0,1.0,55200.0,2.0,0.0,0.0,3
C00001144,0.0,0.0,0.0,0.0,20000.0,1.0,32500.0,3.0,0.0,0.0,3
C00001145,48500.0,4.0,980.0,1.0,14300.0,1.0,0.0,0.0,0.0,0.0,1
C00001146,0.0,0.0,4800.0,1.0,40000.0,1.0,20000.0,2.0,62400.0,1.0,0
C00001147,25800.0,1.0,0.0,0.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00001148,0.0,0.0,2180.0,1.0,75300.0,5.0,79100.0,6.0,31000.0,1.0,2
C00001149,12690.0,2.0,6480.0,3.0,16500.0,1.0,47200.0,4.0,0.0,0.0,1
C00001150,0.0,0.0,0.0,0.0,102900.0,3.0,28400.0,2.0,0.0,0.0,3
C00001151,0.0,0.0,0.0,0.0,49500.0,1.0,8700.0,1.0,30800.0,1.0,0
C00001152,0.0,0.0,0.0,0.0,30800.0,2.0,0.0,0.0,0.0,0.0,3
C00001153,10200.0,1.0,8160.0,2.0,66500.0,4.0,63900.0,4.0,0.0,0.0,2
C00001154,0.0,0.0,2280.0,1.0,16500.0,1.0,27400.0,3.0,0.0,0.0,3
C00001155,35290.0,3.0,3480.0,2.0,20000.0,1.0,54100.0,4.0,0.0,0.0,1
C00001156,12900.0,1.0,0.0,0.0,70300.0,3.0,21000.0,2.0,0.0,0.0,3
C00001157,0.0,0.0,11540.0,2.0,0.0,0.0,105500.0,3.0,30800.0,1.0,0
C00001158,0.0,0.0,1960.0,1.0,14300.0,1.0,24800.0,2.0,0.0,0.0,3
C00001159,10200.0,1.0,11300.0,2.0,14300.0,1.0,84600.0,2.0,0.0,0.0,3
C00001160,0.0,0.0,4800.0,1.0,34300.0,2.0,30500.0,2.0,0.0,0.0,3
C00001161,20400.0,1.0,2180.0,1.0,83800.0,4.0,0.0,0.0,51700.0,2.0,0
C00001162,12900.0,1.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,0.0,3
C00001163,0.0,0.0,0.0,0.0,0.0,0.0,52700.0,2.0,0.0,0.0,3
C00001164,0.0,0.0,4800.0,1.0,49500.0,1.0,14500.0,1.0,0.0,0.0,3
C00001165,6800.0,1.0,0.0,0.0,60000.0,3.0,0.0,0.0,31900.0,1.0,0
C00001166,6800.0,1.0,8660.0,3.0,19800.0,1.0,8900.0,1.0,31900.0,1.0,0
C00001167,5890.0,1.0,5280.0,1.0,0.0,0.0,30000.0,1.0,0.0,0.0,3
C00001168,0.0,0.0,5280.0,1.0,0.0,0.0,12400.0,1.0,0.0,0.0,3
C00001169,0.0,0.0,2180.0,1.0,20000.0,1.0,34300.0,2.0,19800.0,1.0,0
C00001170,9800.0,1.0,4800.0,1.0,70300.0,3.0,11000.0,1.0,35200.0,1.0,0
C00001171,12900.0,1.0,0.0,0.0,0.0,0.0,8700.0,1.0,0.0,0.0,3
C00001172,20400.0,1.0,3600.0,1.0,16500.0,1.0,23500.0,2.0,0.0,0.0,3
C00001173,0.0,0.0,9020.0,2.0,36200.0,1.0,17600.0,1.0,132900.0,5.0,0
C00001174,44890.0,6.0,4560.0,1.0,74300.0,4.0,44700.0,4.0,41200.0,1.0,1
C00001175,9800.0,1.0,2180.0,1.0,42900.0,1.0,14500.0,1.0,0.0,0.0,3
C00001176,0.0,0.0,0.0,0.0,0.0,0.0,17400.0,1.0,19400.0,1.0,0
C00001177,7800.0,1.0,1200.0,1.0,54300.0,1.0,47700.0,1.0,0.0,0.0,3
C00001178,0.0,0.0,9120.0,1.0,20000.0,1.0,105600.0,2.0,0.0,0.0,3
C00001179,0.0,0.0,4360.0,1.0,49500.0,2.0,0.0,0.0,0.0,0.0,3
C00001180,17000.0,2.0,2180.0,1.0,19800.0,1.0,53200.0,2.0,0.0,0.0,1
C00001181,0.0,0.0,0.0,0.0,18100.0,1.0,26200.0,3.0,21000.0,1.0,0
C00001182,9800.0,1.0,0.0,0.0,34300.0,2.0,0.0,0.0,0.0,0.0,3
C00001183,49000.0,2.0,11880.0,2.0,147800.0,7.0,71900.0,4.0,0.0,0.0,2
C00001184,9800.0,1.0,0.0,0.0,16500.0,1.0,52200.0,2.0,0.0,0.0,3
C00001185,0.0,0.0,980.0,1.0,0.0,0.0,27600.0,3.0,0.0,0.0,3
C00001186,12900.0,1.0,0.0,0.0,18100.0,1.0,31100.0,2.0,31900.0,1.0,0
C00001187,13600.0,1.0,9260.0,3.0,167200.0,5.0,46900.0,4.0,35200.0,1.0,2
C00001188,19600.0,1.0,0.0,0.0,0.0,0.0,124300.0,3.0,0.0,0.0,3
C00001189,6800.0,1.0,2180.0,1.0,19800.0,1.0,37200.0,3.0,16800.0,1.0,0
C00001190,0.0,0.0,980.0,1.0,137500.0,4.0,7600.0,1.0,20800.0,1.0,0
C00001191,82000.0,6.0,21940.0,5.0,48600.0,2.0,54600.0,3.0,49700.0,2.0,1
C00001192,0.0,0.0,1200.0,1.0,257300.0,11.0,64000.0,4.0,0.0,0.0,2
C00001193,0.0,0.0,4800.0,1.0,14300.0,1.0,72400.0,2.0,47800.0,2.0,0
C00001194,27500.0,3.0,0.0,0.0,19800.0,1.0,21100.0,2.0,18900.0,1.0,1
C00001195,28800.0,3.0,5280.0,1.0,18100.0,1.0,18600.0,2.0,0.0,0.0,1
C00001196,0.0,0.0,0.0,0.0,54300.0,3.0,21000.0,2.0,0.0,0.0,3
C00001197,0.0,0.0,9120.0,1.0,37900.0,2.0,0.0,0.0,0.0,0.0,3
C00001198,8800.0,1.0,5280.0,1.0,14300.0,1.0,43600.0,3.0,0.0,0.0,3
C00001199,8800.0,1.0,4800.0,1.0,14300.0,1.0,51300.0,3.0,22100.0,1.0,0
C00001200,0.0,0.0,5560.0,2.0,36500.0,2.0,15900.0,1.0,0.0,0.0,3
C00001201,12900.0,1.0,2180.0,1.0,40000.0,2.0,15900.0,1.0,0.0,0.0,3
C00001202,7800.0,1.0,15840.0,1.0,56500.0,3.0,14500.0,1.0,19800.0,1.0,0
C00001203,0.0,0.0,2180.0,1.0,16500.0,1.0,52700.0,3.0,0.0,0.0,3
C00001204,49100.0,5.0,0.0,0.0,18100.0,1.0,44500.0,3.0,116700.0,2.0,1
C00001205,5890.0,1.0,4560.0,2.0,48400.0,2.0,16500.0,2.0,88400.0,1.0,0
C00001206,7800.0,1.0,0.0,0.0,68900.0,4.0,15900.0,2.0,0.0,0.0,3
C00001207,30380.0,3.0,0.0,0.0,0.0,0.0,55100.0,6.0,35200.0,1.0,1
C00001208,7800.0,1.0,0.0,0.0,19800.0,1.0,51300.0,4.0,0.0,0.0,3
C00001209,17600.0,2.0,11760.0,3.0,36300.0,2.0,52600.0,3.0,0.0,0.0,1
C00001210,0.0,0.0,2280.0,1.0,37900.0,2.0,18600.0,2.0,0.0,0.0,3
C00001211,34690.0,4.0,8760.0,3.0,112300.0,5.0,21200.0,2.0,66300.0,1.0,2
C00001212,0.0,0.0,0.0,0.0,20000.0,1.0,10000.0,1.0,0.0,0.0,3
C00001213,40800.0,1.0,18400.0,6.0,157600.0,8.0,86500.0,5.0,51800.0,2.0,2
C00001214,0.0,0.0,0.0,0.0,34300.0,2.0,83100.0,3.0,0.0,0.0,3
C00001215,0.0,0.0,2280.0,1.0,40000.0,2.0,14500.0,1.0,0.0,0.0,3
C00001216,12900.0,1.0,10560.0,1.0,76500.0,3.0,0.0,0.0,0.0,0.0,3
C00001217,0.0,0.0,10080.0,2.0,85800.0,3.0,0.0,0.0,0.0,0.0,3
C00001218,7800.0,1.0,1200.0,1.0,0.0,0.0,39700.0,4.0,0.0,0.0,3
C00001219,7800.0,1.0,5280.0,1.0,16500.0,1.0,32900.0,2.0,0.0,0.0,3
C00001220,6800.0,1.0,1200.0,1.0,39600.0,2.0,40700.0,2.0,0.0,0.0,3
C00001221,6800.0,1.0,13480.0,4.0,122500.0,5.0,41300.0,4.0,0.0,0.0,2
C00001222,8800.0,1.0,9640.0,3.0,68200.0,3.0,34300.0,2.0,0.0,0.0,2
C00001223,25470.0,3.0,18620.0,4.0,109900.0,6.0,111600.0,5.0,0.0,0.0,2
C00001224,0.0,0.0,0.0,0.0,36500.0,2.0,126500.0,4.0,20800.0,1.0,0
C00001225,0.0,0.0,3160.0,2.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00001226,17600.0,2.0,0.0,0.0,36200.0,2.0,11000.0,1.0,35200.0,1.0,0
C00001227,0.0,0.0,0.0,0.0,36500.0,2.0,7900.0,1.0,31900.0,1.0,0
C00001228,0.0,0.0,5540.0,2.0,50500.0,3.0,37200.0,2.0,73500.0,4.0,0
C00001229,0.0,0.0,0.0,0.0,36500.0,2.0,8700.0,1.0,0.0,0.0,3
C00001230,0.0,0.0,0.0,0.0,76500.0,2.0,10000.0,1.0,31900.0,1.0,0
C00001231,9800.0,1.0,980.0,1.0,33000.0,1.0,8300.0,1.0,16800.0,1.0,0
C00001232,0.0,0.0,12120.0,2.0,0.0,0.0,7600.0,1.0,44200.0,1.0,0
C00001233,0.0,0.0,6540.0,1.0,39600.0,2.0,0.0,0.0,62900.0,2.0,0
C00001234,0.0,0.0,7200.0,2.0,120400.0,5.0,30300.0,3.0,31000.0,1.0,2
C00001235,31500.0,3.0,8760.0,3.0,169200.0,6.0,88100.0,5.0,21000.0,1.0,2
C00001236,17000.0,2.0,0.0,0.0,16500.0,1.0,15900.0,1.0,19800.0,1.0,0
C00001237,0.0,0.0,8180.0,3.0,72000.0,3.0,131600.0,3.0,0.0,0.0,2
C00001238,0.0,0.0,2180.0,1.0,16500.0,1.0,15900.0,1.0,0.0,0.0,3
C00001239,7800.0,1.0,5280.0,2.0,25700.0,2.0,31200.0,3.0,21000.0,1.0,0
C00001240,17670.0,2.0,11000.0,3.0,28600.0,2.0,73000.0,3.0,0.0,0.0,1
C00001241,0.0,0.0,1200.0,1.0,16500.0,1.0,0.0,0.0,30800.0,1.0,0
C00001242,0.0,0.0,1200.0,1.0,61600.0,2.0,56800.0,3.0,0.0,0.0,3
C00001243,20400.0,1.0,0.0,0.0,16500.0,1.0,81600.0,3.0,18000.0,1.0,0
C00001244,6800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31900.0,1.0,0
C00001245,25490.0,2.0,0.0,0.0,0.0,0.0,33000.0,1.0,0.0,0.0,1
C00001246,12900.0,1.0,6480.0,2.0,88400.0,5.0,87800.0,7.0,0.0,0.0,2
C00001247,19000.0,2.0,6980.0,2.0,93500.0,4.0,46000.0,3.0,0.0,0.0,2
C00001248,9800.0,1.0,0.0,0.0,40000.0,1.0,8300.0,1.0,39600.0,1.0,0
C00001249,8800.0,1.0,0.0,0.0,39600.0,1.0,0.0,0.0,0.0,0.0,3
C00001250,0.0,0.0,25840.0,6.0,126800.0,3.0,34900.0,3.0,74800.0,3.0,2
C00001251,0.0,0.0,11400.0,2.0,14300.0,1.0,0.0,0.0,0.0,0.0,3
C00001252,0.0,0.0,4800.0,1.0,39600.0,2.0,18600.0,2.0,0.0,0.0,3
C00001253,27400.0,3.0,1200.0,1.0,0.0,0.0,24000.0,2.0,0.0,0.0,1
C00001254,29400.0,2.0,980.0,1.0,18100.0,1.0,30000.0,2.0,31000.0,1.0,1
C00001255,0.0,0.0,0.0,0.0,117800.0,7.0,60500.0,5.0,16800.0,1.0,2
C00001256,10200.0,1.0,0.0,0.0,152900.0,6.0,11000.0,1.0,0.0,0.0,2
C00001257,5890.0,1.0,0.0,0.0,68200.0,4.0,37100.0,3.0,0.0,0.0,3
C00001258,0.0,0.0,0.0,0.0,14300.0,1.0,0.0,0.0,38900.0,1.0,0
C00001259,36300.0,3.0,8600.0,1.0,139800.0,8.0,35800.0,3.0,39100.0,2.0,2
C00001260,0.0,0.0,0.0,0.0,20000.0,1.0,56300.0,3.0,0.0,0.0,3
C00001261,0.0,0.0,4300.0,1.0,98100.0,2.0,26600.0,2.0,0.0,0.0,3
C00001262,61900.0,3.0,19680.0,3.0,88200.0,4.0,91200.0,6.0,49900.0,2.0,2
C00001263,12900.0,1.0,2400.0,1.0,0.0,0.0,0.0,0.0,19800.0,1.0,0
C00001264,0.0,0.0,0.0,0.0,34300.0,2.0,36800.0,1.0,39600.0,1.0,0
C00001265,52100.0,2.0,0.0,0.0,40000.0,1.0,16000.0,1.0,0.0,0.0,1
C00001266,5890.0,1.0,4800.0,1.0,14300.0,1.0,8700.0,1.0,19800.0,1.0,0
C00001267,7800.0,1.0,0.0,0.0,16500.0,1.0,22800.0,1.0,38900.0,1.0,0
C00001268,0.0,0.0,0.0,0.0,54300.0,1.0,35200.0,2.0,0.0,0.0,3
C00001269,0.0,0.0,0.0,0.0,14300.0,1.0,16000.0,1.0,0.0,0.0,3
C00001270,0.0,0.0,0.0,0.0,18100.0,1.0,15900.0,1.0,56700.0,2.0,0
C00001271,27400.0,2.0,980.0,1.0,56000.0,3.0,45200.0,4.0,31000.0,1.0,1
C00001272,5890.0,1.0,0.0,0.0,66000.0,1.0,20200.0,2.0,38900.0,1.0,0
C00001273,0.0,0.0,9600.0,2.0,30800.0,2.0,40000.0,1.0,0.0,0.0,3
C00001274,9800.0,1.0,0.0,0.0,18100.0,1.0,0.0,0.0,0.0,0.0,3
C00001275,23400.0,2.0,0.0,0.0,79200.0,2.0,32400.0,3.0,31900.0,1.0,1
C00001276,0.0,0.0,10560.0,2.0,0.0,0.0,15900.0,1.0,0.0,0.0,3
C00001277,23400.0,1.0,1200.0,1.0,57900.0,3.0,4300.0,1.0,31900.0,1.0,0
C00001278,10200.0,1.0,0.0,0.0,59400.0,3.0,98000.0,4.0,62700.0,2.0,2
C00001279,5890.0,1.0,0.0,0.0,16500.0,1.0,31800.0,2.0,18000.0,1.0,0
C00001280,0.0,0.0,0.0,0.0,33000.0,2.0,30000.0,1.0,0.0,0.0,3
C00001281,0.0,0.0,980.0,1.0,16500.0,1.0,26000.0,2.0,158400.0,1.0,0
C00001282,0.0,0.0,6000.0,2.0,28600.0,1.0,14500.0,1.0,0.0,0.0,3
C00001283,0.0,0.0,0.0,0.0,36500.0,2.0,26000.0,2.0,0.0,0.0,3
C00001284,8800.0,1.0,6980.0,3.0,46700.0,2.0,17800.0,2.0,0.0,0.0,3
C00001285,23400.0,2.0,2280.0,1.0,69300.0,2.0,0.0,0.0,34800.0,2.0,0
C00001286,38000.0,4.0,4300.0,1.0,33000.0,2.0,65100.0,3.0,0.0,0.0,1
C00001287,19600.0,1.0,0.0,0.0,53000.0,3.0,87000.0,2.0,48800.0,2.0,0
C00001288,21700.0,2.0,0.0,0.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00001289,15600.0,1.0,0.0,0.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00001290,12900.0,1.0,0.0,0.0,0.0,0.0,43500.0,1.0,0.0,0.0,3
C00001291,0.0,0.0,3380.0,2.0,20000.0,1.0,34400.0,2.0,38800.0,1.0,0
C00001292,0.0,0.0,0.0,0.0,70800.0,3.0,15900.0,1.0,0.0,0.0,3
C00001293,23100.0,2.0,9960.0,4.0,108300.0,3.0,140800.0,7.0,39600.0,2.0,2
C00001294,0.0,0.0,7080.0,3.0,16500.0,1.0,0.0,0.0,16800.0,1.0,0
C00001295,35290.0,3.0,0.0,0.0,76800.0,3.0,7600.0,1.0,21000.0,1.0,1
C00001296,5890.0,1.0,0.0,0.0,37900.0,2.0,15900.0,1.0,62000.0,1.0,0
C00001297,9800.0,1.0,2400.0,1.0,20000.0,1.0,33300.0,2.0,0.0,0.0,3
C00001298,8800.0,1.0,4800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00001299,71890.0,7.0,3260.0,2.0,108200.0,6.0,46500.0,4.0,16800.0,1.0,1
C00001300,0.0,0.0,7080.0,2.0,20000.0,1.0,16600.0,1.0,31900.0,1.0,0
C00001301,0.0,0.0,5280.0,1.0,16500.0,1.0,27800.0,3.0,0.0,0.0,3
C00001302,12900.0,1.0,0.0,0.0,64100.0,4.0,15100.0,1.0,0.0,0.0,3
C00001303,0.0,0.0,0.0,0.0,52200.0,3.0,52100.0,4.0,18900.0,1.0,0
C00001304,0.0,0.0,7080.0,2.0,0.0,0.0,42800.0,4.0,0.0,0.0,3
C00001305,6800.0,1.0,12520.0,3.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00001306,18790.0,2.0,0.0,0.0,14300.0,1.0,0.0,0.0,0.0,0.0,3
C00001307,25800.0,1.0,0.0,0.0,53900.0,3.0,11000.0,1.0,0.0,0.0,3
C00001308,0.0,0.0,0.0,0.0,16500.0,1.0,10000.0,1.0,0.0,0.0,3
C00001309,25470.0,3.0,4800.0,1.0,0.0,0.0,27300.0,2.0,0.0,0.0,1
C00001310,0.0,0.0,24660.0,3.0,36300.0,2.0,25000.0,3.0,36900.0,2.0,2
C00001311,54300.0,3.0,0.0,0.0,39600.0,2.0,50800.0,3.0,0.0,0.0,1
C00001312,0.0,0.0,2180.0,1.0,36500.0,2.0,10000.0,1.0,0.0,0.0,3
C00001313,0.0,0.0,2180.0,1.0,0.0,0.0,0.0,0.0,33600.0,2.0,0
C00001314,5890.0,1.0,2280.0,1.0,19800.0,1.0,40500.0,3.0,0.0,0.0,3
C00001315,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,1.0,19400.0,1.0,0
C00001316,0.0,0.0,0.0,0.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00001317,9800.0,1.0,4800.0,1.0,52200.0,3.0,98200.0,6.0,92500.0,3.0,2
C00001318,35180.0,4.0,9580.0,2.0,78000.0,3.0,52800.0,5.0,19800.0,1.0,1
C00001319,0.0,0.0,0.0,0.0,16500.0,1.0,43100.0,3.0,0.0,0.0,3
C00001320,0.0,0.0,0.0,0.0,107800.0,4.0,25200.0,2.0,0.0,0.0,3
C00001321,0.0,0.0,0.0,0.0,49500.0,3.0,0.0,0.0,56400.0,2.0,0
C00001322,17600.0,2.0,6260.0,2.0,44100.0,3.0,42800.0,3.0,0.0,0.0,1
C00001323,19600.0,1.0,17400.0,2.0,0.0,0.0,69600.0,5.0,0.0,0.0,1
C00001324,18790.0,2.0,4800.0,1.0,16500.0,1.0,14500.0,1.0,62400.0,1.0,0
C00001325,0.0,0.0,2280.0,1.0,80000.0,1.0,25900.0,2.0,0.0,0.0,3
C00001326,0.0,0.0,15860.0,4.0,90100.0,5.0,27300.0,2.0,18900.0,1.0,2
C00001327,0.0,0.0,4800.0,1.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00001328,9800.0,1.0,7560.0,2.0,53900.0,3.0,61600.0,3.0,62000.0,1.0,2
C00001329,23100.0,2.0,4800.0,1.0,20000.0,1.0,15500.0,2.0,0.0,0.0,1
C00001330,12900.0,1.0,4460.0,2.0,0.0,0.0,52900.0,2.0,0.0,0.0,3
C00001331,9800.0,1.0,0.0,0.0,0.0,0.0,16000.0,1.0,0.0,0.0,3
C00001332,24680.0,3.0,1200.0,1.0,59400.0,3.0,18600.0,2.0,41200.0,1.0,1
C00001333,12900.0,1.0,0.0,0.0,20000.0,1.0,15900.0,1.0,39600.0,1.0,0
C00001334,19600.0,1.0,0.0,0.0,16500.0,1.0,24600.0,1.0,19400.0,1.0,0
C00001335,26800.0,3.0,3380.0,2.0,36200.0,2.0,60600.0,3.0,50800.0,2.0,1
C00001336,45190.0,4.0,6980.0,2.0,16500.0,1.0,36600.0,2.0,0.0,0.0,1
C00001337,0.0,0.0,4900.0,2.0,50800.0,3.0,0.0,0.0,38900.0,1.0,0
C00001338,0.0,0.0,0.0,0.0,61000.0,4.0,15900.0,1.0,149000.0,3.0,0
C00001339,64500.0,3.0,11820.0,4.0,54600.0,3.0,48000.0,4.0,31900.0,1.0,1
C00001340,0.0,0.0,0.0,0.0,72400.0,1.0,25200.0,2.0,0.0,0.0,3
C00001341,7800.0,1.0,0.0,0.0,36200.0,2.0,0.0,0.0,0.0,0.0,3
C00001342,0.0,0.0,4800.0,1.0,0.0,0.0,23700.0,1.0,0.0,0.0,3
C00001343,25490.0,2.0,0.0,0.0,54100.0,3.0,70700.0,4.0,50600.0,2.0,2
C00001344,0.0,0.0,5280.0,1.0,0.0,0.0,23200.0,2.0,0.0,0.0,3
C00001345,18600.0,2.0,0.0,0.0,33000.0,1.0,25200.0,3.0,0.0,0.0,1
C00001346,13600.0,1.0,0.0,0.0,0.0,0.0,8700.0,1.0,0.0,0.0,3
C00001347,0.0,0.0,2180.0,1.0,18100.0,1.0,52800.0,2.0,0.0,0.0,3
C00001348,19700.0,2.0,19200.0,1.0,32400.0,2.0,41300.0,4.0,0.0,0.0,1
C00001349,10200.0,1.0,0.0,0.0,37900.0,2.0,15900.0,1.0,0.0,0.0,3
C00001350,9800.0,1.0,0.0,0.0,53000.0,3.0,0.0,0.0,0.0,0.0,3
C00001351,0.0,0.0,0.0,0.0,80800.0,3.0,15100.0,1.0,0.0,0.0,3
C00001352,0.0,0.0,980.0,1.0,60000.0,3.0,7600.0,1.0,0.0,0.0,3
C00001353,6800.0,1.0,9360.0,2.0,19800.0,1.0,41700.0,4.0,18900.0,1.0,0
C00001354,43800.0,3.0,19200.0,3.0,73000.0,4.0,0.0,0.0,19400.0,1.0,1
C00001355,0.0,0.0,4800.0,1.0,0.0,0.0,15900.0,1.0,0.0,0.0,3
C00001356,30900.0,3.0,5780.0,2.0,32400.0,2.0,7600.0,1.0,126300.0,4.0,0
C00001357,21700.0,2.0,0.0,0.0,58100.0,2.0,26800.0,2.0,18900.0,1.0,1
C00001358,36000.0,4.0,0.0,0.0,57700.0,3.0,33500.0,2.0,0.0,0.0,1
C00001359,0.0,0.0,3480.0,2.0,14300.0,1.0,11000.0,1.0,0.0,0.0,3
C00001360,0.0,0.0,11540.0,3.0,73000.0,4.0,52800.0,2.0,52700.0,2.0,2
C00001361,22700.0,2.0,11600.0,4.0,109500.0,4.0,64400.0,4.0,0.0,0.0,2
C00001362,10200.0,1.0,0.0,0.0,36200.0,2.0,81200.0,2.0,0.0,0.0,3
C00001363,0.0,0.0,11000.0,2.0,0.0,0.0,54600.0,2.0,37400.0,2.0,0
C00001364,11780.0,1.0,4800.0,1.0,39600.0,1.0,63200.0,5.0,0.0,0.0,3
C00001365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69700.0,2.0,0
C00001366,0.0,0.0,0.0,0.0,85100.0,4.0,7600.0,1.0,37800.0,1.0,0
C00001367,42700.0,4.0,10080.0,2.0,66500.0,4.0,17600.0,1.0,0.0,0.0,1
C00001368,9800.0,1.0,0.0,0.0,0.0,0.0,14500.0,1.0,38900.0,1.0,0
C00001369,7800.0,1.0,0.0,0.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00001370,5890.0,1.0,2280.0,1.0,88400.0,3.0,170200.0,6.0,22100.0,1.0,2
C00001371,17000.0,2.0,0.0,0.0,14300.0,1.0,12400.0,1.0,0.0,0.0,3
C00001372,26800.0,3.0,0.0,0.0,47600.0,3.0,7600.0,1.0,31000.0,1.0,1
C00001373,0.0,0.0,1960.0,2.0,61000.0,3.0,7600.0,1.0,35200.0,1.0,0
C00001374,0.0,0.0,0.0,0.0,20000.0,1.0,83600.0,2.0,0.0,0.0,3
C00001375,0.0,0.0,2280.0,1.0,0.0,0.0,15900.0,1.0,16800.0,1.0,0
C00001376,0.0,0.0,1960.0,1.0,30800.0,2.0,18400.0,1.0,19400.0,1.0,0
C00001377,8800.0,1.0,2280.0,1.0,70300.0,3.0,15100.0,1.0,67200.0,1.0,0
C00001378,31500.0,3.0,4800.0,1.0,62900.0,2.0,12300.0,1.0,0.0,0.0,1
C00001379,0.0,0.0,980.0,1.0,37900.0,2.0,7600.0,1.0,0.0,0.0,3
C00001380,0.0,0.0,4560.0,1.0,0.0,0.0,0.0,0.0,30800.0,1.0,0
C00001381,12900.0,1.0,12140.0,4.0,62800.0,4.0,8600.0,1.0,33600.0,2.0,2
C00001382,0.0,0.0,0.0,0.0,32400.0,2.0,0.0,0.0,0.0,0.0,3
